RBP	Metric	Kipoi	MultiTask	SetA	SingleTask	Correlation	Observed intensities	DeepBind	MatrixREDUCE	Ray et al.
RNCMPT00055	Z-scores	0.9506834795368037	0.9409084295421348	0.9532724128287576	0.9498016235022146	Pearson	0.953	0.953	0.957	0.341
RNCMPT00056	AUCs	0.8586176844388508	0.8516834621999301	0.8020807307978957	0.8661432219703723	Pearson	0.795	0.856	0.86	0.359
RNCMPT00056	E-scores	0.8542180400101933	0.846689412279499	0.798002767180265	0.8682791165793412	Pearson	0.799	0.856	0.847	0.318
RNCMPT00056	Intensities	0.3285606869041819	0.3751616255728367		0.3636810826973189	Pearson		0.333	0.34	0.075
RNCMPT00056	Z-scores	0.8139451646423472	0.8000795415039461	0.737206144350622	0.8261050042708711	Pearson	0.737	0.816	0.823	0.201
RNCMPT00057	AUCs	0.8084366435401764	0.8988169406820434	0.8987175060930834	0.8995515309012535	Pearson	0.897	0.865	0.861	0.437
RNCMPT00057	E-scores	0.8080505950332831	0.9003086207819573	0.8952941383354078	0.9122934783744376	Pearson	0.895	0.897	0.888	0.526
RNCMPT00057	Intensities	0.4714571474910971	0.5791988320833504		0.5415449202439767	Pearson		0.469	0.453	0.197
RNCMPT00057	Z-scores	0.8005012088676599	0.8767036741971987	0.8776857674268048	0.8657671945128635	Pearson	0.878	0.856	0.864	0.267
RNCMPT00058	AUCs			0.8862202632361947	0.9220340772629232	Pearson	0.862	0.689	0.642	0.184
RNCMPT00058	E-scores			0.8614507207679893	0.9131731090374656	Pearson	0.862	0.895	0.896	0.481
RNCMPT00058	Intensities				0.5892689600633969	Pearson		0.532	0.527	0.219
RNCMPT00058	Z-scores			0.861054122148882	0.8814643424869657	Pearson	0.861	0.876	0.879	0.269
RNCMPT00059	AUCs		0.9362747613716284	0.9264545066847172	0.9552104577097243	Pearson	0.926	0.951	0.95	0.665
RNCMPT00059	E-scores		0.927630367255328	0.9203763321322002	0.9466126024604988	Pearson	0.921	0.944	0.936	0.65
RNCMPT00059	Intensities		0.4734810870056716		0.5201481057755462	Pearson		0.483	0.491	0.218
RNCMPT00059	Z-scores		0.9062704467595748	0.9082544224963598	0.9341254162542124	Pearson	0.908	0.927	0.921	0.335
RNCMPT00060	AUCs			0.7669862715854054	0.8534711580665839	Pearson	0.852	0.453	0.45	-0.305
RNCMPT00060	E-scores			0.7050191116683253	0.8059307737680704	Pearson	0.706	0.768	0.751	0.277
RNCMPT00060	Intensities				0.4839329671385975	Pearson		0.441	0.41	0.111
RNCMPT00060	Z-scores			0.7161584608669773	0.8082046794640007	Pearson	0.716	0.774	0.782	0.143
RNCMPT00061	AUCs			0.904969336028414	0.9140510942609174	Pearson	0.838	0.884	0.872	0.556
RNCMPT00061	E-scores			0.907713338047888	0.9192484864940024	Pearson	0.908	0.929	0.914	0.573
RNCMPT00061	Intensities				0.5426040439403141	Pearson		0.554	0.464	0.184
RNCMPT00061	Z-scores			0.8968588664751829	0.8925863205663189	Pearson	0.897	0.896	0.878	0.204
RNCMPT00062	AUCs		0.9273878454889074	0.9163582437214852	0.9247790228817128	Pearson	0.912	0.914	0.91	0.438
RNCMPT00062	E-scores		0.9028214165401788	0.8898020210242601	0.9186470343055024	Pearson	0.89	0.914	0.903	0.534
RNCMPT00062	Intensities		0.586489285223772		0.5781332779503222	Pearson		0.55	0.538	0.142
RNCMPT00062	Z-scores		0.9137404953066124	0.9011093345308752	0.8985379548089432	Pearson	0.901	0.874	0.88	0.156
RNCMPT00063	AUCs	0.8057239066668678	0.7348738280678001	0.7714508981384629	0.7822409598569088	Pearson	0.776	0.799	0.782	0.65
RNCMPT00063	E-scores	0.6775888422775889	0.5901906801587764	0.7010601458999978	0.6675924398374167	Pearson	0.704	0.654	0.66	0.527
RNCMPT00063	Intensities	0.3033572404175365	0.2010363689281071		0.2785027960797776	Pearson		0.114	0.09	0.085
RNCMPT00063	Z-scores	0.8133229566841739	0.6765122778366877	0.7614531782671976	0.7884963897539707	Pearson	0.761	0.802	0.767	0.415
RNCMPT00064	AUCs	0.8326275414733817	0.8172330447176922	0.7663201254446106	0.8125256517200647	Pearson	0.773	0.809	0.796	0.529
RNCMPT00064	E-scores	0.838557150739877	0.8136085287941286	0.790575121954326	0.8220086540741411	Pearson	0.792	0.845	0.806	0.647
RNCMPT00064	Intensities	0.4916668202638821	0.5241425686476147		0.4572063487233351	Pearson		0.447	0.29	0.18
RNCMPT00064	Z-scores	0.7902283733958814	0.7954398082310389	0.7406114396442116	0.6756312493886074	Pearson	0.741	0.75	0.749	0.23
RNCMPT00065	AUCs		0.4126548539292738	0.3099342250872814	0.3837299098285187	Pearson	0.308	0.463	0.469	0.151
RNCMPT00065	E-scores		0.3886059874432186	0.2939736967599414	0.4309747365512958	Pearson	0.294	0.449	0.444	0.237
RNCMPT00065	Intensities		0.1779428440775318		0.1647475913444227	Pearson		0.158	0.125	0.077
RNCMPT00065	Z-scores		0.354655366153575	0.2229983933978009	0.3289292275589638	Pearson	0.223	0.387	0.376	0.089
RNCMPT00066	AUCs		0.9545510949325005	0.9664644627190996	0.9415412704138676	Pearson	0.966	0.932	0.934	0.905
RNCMPT00066	E-scores		0.964739673258896	0.9606550318163743	0.9598745772544046	Pearson	0.96	0.954	0.959	0.925
RNCMPT00066	Intensities		0.6078552370185417		0.4481483924465163	Pearson		0.515	0.431	0.26
RNCMPT00066	Z-scores		0.8745366619948636	0.972683215364602	0.8816676144840894	Pearson	0.973	0.854	0.864	0.498
RNCMPT00067	AUCs	0.4091693555310712	0.8981038957376393	0.901313731991224	0.9242206001756584	Pearson	0.904	0.93	0.903	0.787
RNCMPT00067	E-scores	0.4096560173796764	0.876179789215231	0.8812970401219862	0.9073576602004856	Pearson	0.882	0.911	0.883	0.748
RNCMPT00067	Intensities	0.0800442310008204	0.4746164592297131		0.4872569571786359	Pearson		0.346	0.225	0.143
RNCMPT00067	Z-scores	0.0112267138950777	0.8912152063093304	0.8849443438403737	0.9205806551815322	Pearson	0.885	0.908	0.89	0.461
RNCMPT00068	AUCs		0.9158818230957158	0.9297981367003132	0.9295918733010134	Pearson	0.928	0.92	0.923	0.697
RNCMPT00068	E-scores		0.9034323559950967	0.9046454376230006	0.9217870156509702	Pearson	0.905	0.912	0.917	0.657
RNCMPT00068	Intensities		0.5999798576055281		0.5358376447521533	Pearson		0.498	0.51	0.196
RNCMPT00068	Z-scores		0.8728323124204193	0.9017942608694804	0.887906715286525	Pearson	0.902	0.889	0.896	0.377
RNCMPT00069	AUCs		0.9164253812117894	0.913658946702272	0.8774496109040661	Pearson	0.914	0.857	0.897	0.674
RNCMPT00069	E-scores		0.9163857264161904	0.9047866282109917	0.8931615103308912	Pearson	0.905	0.889	0.906	0.698
RNCMPT00069	Intensities		0.5911702001921053		0.4900259089121765	Pearson		0.486	0.476	0.207
RNCMPT00069	Z-scores		0.8731272170720632	0.9023625940089968	0.8237536771340871	Pearson	0.902	0.803	0.853	0.306
RNCMPT00070	AUCs	0.913984638286439	0.819569411122783	0.8649677671935411	0.9033687350510416	Pearson	0.862	0.896	0.567	0.588
RNCMPT00070	E-scores	0.8998130582960726	0.8061952726369925	0.863505671465323	0.898907171474446	Pearson	0.864	0.89	0.523	0.603
RNCMPT00070	Intensities	0.4941210101503641	0.4558353846834603		0.5112656990444507	Pearson		0.478	0.024	0.174
RNCMPT00070	Z-scores	0.888111192208152	0.7858514419743464	0.8433397356441816	0.8711562433848671	Pearson	0.843	0.868	0.031	0.257
RNCMPT00071	AUCs	0.9159164649273052	0.8938259621628121	0.9369883100394808	0.9352736473008244	Pearson	0.935	0.916	0.931	0.593
RNCMPT00071	E-scores	0.9085808001626916	0.8855955196547328	0.906559425235514	0.9323872857620048	Pearson	0.907	0.894	0.924	0.614
RNCMPT00071	Intensities	0.6548175640416865	0.65217397634493		0.6759489674209376	Pearson		0.616	0.61	0.249
RNCMPT00071	Z-scores	0.9355698040307696	0.9039913478814664	0.946024418538128	0.9321515565457428	Pearson	0.946	0.922	0.945	0.325
RNCMPT00072	AUCs	0.9532791366038568	0.9474718376066564	0.9491159811312724	0.9639654885142912	Pearson	0.949	0.955	0.958	0.838
RNCMPT00072	E-scores	0.9568441169132924	0.9463149517540024	0.942648836674698	0.9655341070102588	Pearson	0.943	0.958	0.961	0.854
RNCMPT00072	Intensities	0.6356470761745784	0.6396246635848097		0.6726388728707091	Pearson		0.621	0.612	0.274
RNCMPT00072	Z-scores	0.9248175746059988	0.9239821990639546	0.9252310953423134	0.9339967168452872	Pearson	0.925	0.918	0.931	0.336
RNCMPT00073	AUCs	0.9565477731735867	0.9135078182578548	0.9450626608160816	0.9507694563586158	Pearson	0.945	0.955	0.919	0.615
RNCMPT00073	E-scores	0.956503659926874	0.9124633200236988	0.9327177237739576	0.9531731503577237	Pearson	0.933	0.955	0.911	0.65
RNCMPT00073	Intensities	0.6297732098336574	0.5493142428003646		0.6334044536762088	Pearson		0.482	0.387	0.192
RNCMPT00073	Z-scores	0.9387299230063584	0.8989501760346134	0.9370804371094452	0.9411977079324038	Pearson	0.937	0.945	0.9	0.236
RNCMPT00074	AUCs	0.4861982540217915	0.8701172421843235	0.8629375505367896	0.861713385766082	Pearson	0.866	0.873	0.773	0.58
RNCMPT00074	E-scores	0.4986599352768888	0.8744744245510142	0.849678967961195	0.8860419664764574	Pearson	0.85	0.895	0.789	0.588
RNCMPT00074	Intensities	0.0677903251726929	0.3874320879173383		0.3902290962988025	Pearson		0.218	0.078	0.069
RNCMPT00074	Z-scores	0.011014301976309	0.8673822553607873	0.8512153159878866	0.8691634684054498	Pearson	0.851	0.854	0.76	0.324
RNCMPT00075	AUCs		0.9462104666893	0.934753974745715	0.9616665437918852	Pearson	0.93	0.954	0.927	0.376
RNCMPT00075	E-scores		0.9061323496928136	0.8980439510280369	0.940312726210776	Pearson	0.898	0.929	0.893	0.371
RNCMPT00075	Intensities		0.6309229111289637		0.6511580669911389	Pearson		0.613	0.579	0.121
RNCMPT00075	Z-scores		0.9366403421114632	0.9229253233420316	0.9433607116726742	Pearson	0.923	0.943	0.923	0.154
RNCMPT00076	AUCs	0.9367005260131952	0.9311892073200162	0.9367545967663832	0.94742010476509	Pearson	0.937	0.934	0.936	0.738
RNCMPT00076	E-scores	0.9475113853606048	0.9339512135708058	0.9300135281375116	0.9510428623605648	Pearson	0.93	0.945	0.947	0.762
RNCMPT00076	Intensities	0.6626698299958745	0.6239946688110146		0.668963819908324	Pearson		0.376	0.367	0.174
RNCMPT00076	Z-scores	0.9303023829593096	0.917812495648439	0.9361442422366398	0.9345485171497332	Pearson	0.936	0.925	0.922	0.284
RNCMPT00077	AUCs	0.9403922578174686	0.9519234734770712	0.9465136457446932	0.9475856094777092	Pearson	0.943	0.94	0.934	0.702
RNCMPT00077	E-scores	0.9376063158722274	0.9344975549263882	0.915311687092305	0.9441065598286408	Pearson	0.916	0.932	0.942	0.658
RNCMPT00077	Intensities	0.5958539087787649	0.6237631571166613		0.5999116619941939	Pearson		0.566	0.551	0.119
RNCMPT00077	Z-scores	0.8995021810111219	0.9172188298278368	0.9310085327960168	0.9147550351385546	Pearson	0.931	0.897	0.883	0.12
RNCMPT00078	AUCs		0.8744625892086679	0.8601758104935	0.8941266008866204	Pearson	0.86	0.872	0.878	0.242
RNCMPT00078	E-scores		0.8626409301801253	0.852797034471757	0.8854913231716273	Pearson	0.853	0.881	0.881	0.411
RNCMPT00078	Intensities		0.5295103286630097		0.5046177063795282	Pearson		0.469	0.501	0.116
RNCMPT00078	Z-scores		0.8220928571305555	0.7933701444954936	0.8471048593638826	Pearson	0.793	0.811	0.827	0.129
RNCMPT00079	AUCs	0.7725305290000464	0.9086169102648808	0.8896195493200787	0.804420682157869	Pearson	0.885	0.817	0.689	0.638
RNCMPT00079	E-scores	0.8833109311252894	0.934046439883942	0.9142186523394484	0.8893329321440416	Pearson	0.915	0.907	0.848	0.812
RNCMPT00079	Intensities	0.5254692358056278	0.5238543085953565		0.4097860226836356	Pearson		0.467	0.269	0.24
RNCMPT00079	Z-scores	0.7278426572425146	0.9007082571089782	0.8952987138500536	0.8025156433039032	Pearson	0.895	0.801	0.772	0.258
RNCMPT00080	AUCs	0.6041806992045673	0.856186632615958	0.8129429464015909	0.8146850097437173	Pearson	0.813	0.695	0.771	0.499
RNCMPT00080	E-scores	0.8243399945671709	0.8442627120518377	0.8449236995646418	0.8073116111922718	Pearson	0.845	0.731	0.828	0.769
RNCMPT00080	Intensities	0.3635462883655796	0.4059530192327689		0.3467249161424738	Pearson		0.295	0.25	0.138
RNCMPT00080	Z-scores	0.5981866195060783	0.8433739609577622	0.8179243575397424	0.8025872248440096	Pearson	0.818	0.631	0.767	0.222
RNCMPT00081	AUCs		0.9425388735327171	0.9480070052021788	0.9497617838702472	Pearson	0.946	0.954	0.946	0.75
RNCMPT00081	E-scores		0.9272473161912592	0.924921232608522	0.9455672428241668	Pearson	0.925	0.946	0.945	0.756
RNCMPT00081	Intensities		0.6037155035361719		0.5951336036423971	Pearson		0.162	0.155	0.068
RNCMPT00081	Z-scores		0.9175034777422798	0.9374928722885356	0.9207326647999678	Pearson	0.937	0.9	0.923	0.371
RNCMPT00082	AUCs		0.5375683085012554	0.5172038409366909	0.485298749120357	Pearson	0.517	0.301	0.17	0.135
RNCMPT00082	E-scores		0.5261728392456668	0.5275090139223617	0.5100995797238826	Pearson	0.531	0.299	0.165	0.095
RNCMPT00082	Intensities		0.1210143105808258		0.1522367625627549	Pearson		0.118	0.054	0.077
RNCMPT00082	Z-scores		0.4590455963207885	0.4309294874827046	0.417522207233665	Pearson	0.431	0.255	0.211	0.161
RNCMPT00083	AUCs		0.6071755969397558	0.719729055973134	0.5209396104026046	Pearson	0.72	0.567	0.539	0.301
RNCMPT00083	E-scores		0.6246469052823288	0.7338743856256544	0.588647466637819	Pearson	0.735	0.605	0.593	0.345
RNCMPT00083	Intensities		0.4321022679168159		0.4179937396959122	Pearson		0.323	0.275	0.167
RNCMPT00083	Z-scores		0.5135622189730874	0.6511564218610638	0.4780255134286396	Pearson	0.651	0.528	0.494	0.177
RNCMPT00084	AUCs		0.750389020831354	0.8314330270800103	0.823020045192737	Pearson	0.827	0.819	0.444	0.564
RNCMPT00084	E-scores		0.7301333151590821	0.8070835128930914	0.827265679257363	Pearson	0.808	0.822	0.367	0.594
RNCMPT00084	Intensities		0.2891949271051554		0.3269925563899203	Pearson		0.233	0.004	0.114
RNCMPT00084	Z-scores		0.719390063891689	0.8012779145241906	0.799469459626721	Pearson	0.801	0.783	0.016	0.28
RNCMPT00085	AUCs	0.7878003580422646	0.5907308305168919	0.8312442856811215	0.7805647102094294	Pearson	0.831	0.761	0.787	0.564
RNCMPT00085	E-scores	0.7751697728163356	0.5525650284151223	0.7608965999638614	0.7385011100912777	Pearson	0.763	0.754	0.773	0.529
RNCMPT00085	Intensities	0.4577749461256549	0.2299087800847932		0.381113978877541	Pearson		0.144	0.14	0.065
RNCMPT00085	Z-scores	0.8266806025132795	0.5431966737183705	0.8763458203402991	0.8462312253320287	Pearson	0.876	0.849	0.853	0.424
RNCMPT00086	AUCs		0.8458086923330239	0.773706050883993	0.8330004537417077	Pearson	0.753	0.811	0.604	0.702
RNCMPT00086	E-scores		0.8789477630221032	0.8160336765050498	0.8589288491284466	Pearson	0.817	0.862	0.549	0.667
RNCMPT00086	Intensities		0.2959839905976134		0.2636703840303283	Pearson		0.112	0.004	0.026
RNCMPT00086	Z-scores		0.8047060333438698	0.7807979613522094	0.8145380300914048	Pearson	0.781	0.796	0.119	0.27
RNCMPT00087	AUCs	0.9233496637520748	0.8740909658484411	0.9239681830611928	0.9240134103054264	Pearson	0.923	0.889	0.896	0.647
RNCMPT00087	E-scores	0.9047689706352118	0.8420129851666606	0.8961918514795914	0.9176324498256496	Pearson	0.897	0.887	0.892	0.678
RNCMPT00087	Intensities	0.6301967623156168	0.5244124985959715		0.6271132206816407	Pearson		0.506	0.493	0.248
RNCMPT00087	Z-scores	0.8684012420154157	0.8286286433884732	0.9125342689129406	0.8641919903490959	Pearson	0.913	0.807	0.869	0.403
RNCMPT00088	AUCs		0.8710911159024491	0.8906821737796918	0.858988163010821	Pearson	0.891	0.834	0.816	0.72
RNCMPT00088	E-scores		0.8808761846852231	0.8819375764463064	0.8900713123088538	Pearson	0.874	0.875	0.827	0.721
RNCMPT00088	Intensities		0.5023046018098832		0.4291569718315846	Pearson		0.327	0.229	0.152
RNCMPT00088	Z-scores		0.8140922007160625	0.8813138085522517	0.7926160910580665	Pearson	0.881	0.693	0.706	0.296
RNCMPT00089	AUCs		0.7434950595297273	0.6786952515910033	0.7745484691322967	Pearson	0.674	0.749	0.709	0.667
RNCMPT00089	E-scores		0.7063520510516625	0.6619638410554916	0.7505792311167478	Pearson	0.665	0.743	0.706	0.644
RNCMPT00089	Intensities		0.4408528201253833		0.4069134809070255	Pearson		0.352	0.153	0.173
RNCMPT00089	Z-scores		0.6857385009147873	0.5883983920919069	0.6254174883684446	Pearson	0.588	0.675	0.633	0.25
RNCMPT00090	AUCs		0.5872827994976562	0.5861808735196135	0.657907537107396	Pearson	0.586	0.594	0.641	0.494
RNCMPT00090	E-scores		0.3298441004710628	0.6408403448194842	0.4169131571302202	Pearson	0.644	0.37	0.504	0.343
RNCMPT00090	Intensities		0.3357612597624396		0.3627156489055821	Pearson		0.369	0.311	0.187
RNCMPT00090	Z-scores		0.5639202200489859	0.6432520792599076	0.6337030899804605	Pearson	0.643	0.613	0.686	0.29
RNCMPT00091	AUCs	0.6163199849207943	0.9075334557056955	0.9033495186706194	0.9157260763069714	Pearson	0.899	0.872	0.884	0.492
RNCMPT00091	E-scores	0.6772789584350091	0.8961298670042208	0.8777411530401478	0.912198174567303	Pearson	0.878	0.888	0.897	0.596
RNCMPT00091	Intensities	0.2866015227460147	0.5430619793437412		0.5400933115588997	Pearson		0.275	0.276	0.067
RNCMPT00091	Z-scores	0.5085649418918211	0.8804955294685891	0.8877524274104407	0.8834846780108853	Pearson	0.888	0.788	0.836	0.145
RNCMPT00093	AUCs		0.8665102280603237	0.9182308111720996	0.7691043828206259	Pearson	0.918	0.725	0.789	0.479
RNCMPT00093	E-scores		0.8534295876657205	0.9008159599755732	0.8029795337060012	Pearson	0.901	0.779	0.822	0.532
RNCMPT00093	Intensities		0.4638745915989131		0.3321568542892977	Pearson		0.363	0.315	0.125
RNCMPT00093	Z-scores		0.8033648482706647	0.8950955485988306	0.7187542791517699	Pearson	0.895	0.42	0.705	0.181
RNCMPT00094	AUCs		0.9152616620745696	0.9393542203560452	0.8938217174504133	Pearson	0.939	0.9	0.913	0.542
RNCMPT00094	E-scores		0.8996562063497645	0.9273630972006828	0.8924947113699983	Pearson	0.928	0.905	0.917	0.606
RNCMPT00094	Intensities		0.5348361887960948		0.460294592145612	Pearson		0.366	0.368	0.184
RNCMPT00094	Z-scores		0.8952354627375655	0.9252192792139464	0.88396361380923	Pearson	0.925	0.876	0.88	0.256
RNCMPT00095	AUCs		0.9431738459144672	0.9619628380429672	0.9028865562927216	Pearson	0.962	0.912	0.898	0.744
RNCMPT00095	E-scores		0.9455406820886564	0.9527789207349118	0.921359391656026	Pearson	0.953	0.934	0.914	0.795
RNCMPT00095	Intensities		0.4606783042829522		0.479564459575249	Pearson		0.102	0.083	0.066
RNCMPT00095	Z-scores		0.9168598225211506	0.9695561661935448	0.8941520795783692	Pearson	0.97	0.885	0.689	0.341
RNCMPT00096	AUCs		0.8891080439893562	0.912093747883457	0.8379994456579227	Pearson	0.912	0.817	0.812	0.597
RNCMPT00096	E-scores		0.863756012328287	0.8940015339639417	0.8540704101062839	Pearson	0.895	0.819	0.825	0.659
RNCMPT00096	Intensities		0.4258851391629978		0.4000737070852929	Pearson		0.431	0.402	0.299
RNCMPT00096	Z-scores		0.8432149124509151	0.909619010099132	0.8424207166588	Pearson	0.91	0.844	0.751	0.428
RNCMPT00097	AUCs			0.9288085219709598	0.8352747064401508	Pearson	0.926	0.713	0.677	0.601
RNCMPT00097	E-scores			0.8913096495262769	0.8431447520162137	Pearson	0.89	0.76	0.757	0.606
RNCMPT00097	Intensities				0.37811596134673	Pearson		0.369	0.289	0.171
RNCMPT00097	Z-scores			0.940619782958777	0.6788919821250807	Pearson	0.941	0.637	0.68	0.215
RNCMPT00099	AUCs		0.8943093052485223	0.9528805077069266	0.8478365391874225	Pearson	0.953	0.805	0.848	0.522
RNCMPT00099	E-scores		0.8962019156469931	0.9369310683687824	0.8748670025771033	Pearson	0.937	0.858	0.893	0.606
RNCMPT00099	Intensities		0.5673198822345433		0.4806794919479642	Pearson		0.459	0.425	0.235
RNCMPT00099	Z-scores		0.8450813062438434	0.9457495625835124	0.7741040289152149	Pearson	0.946	0.736	0.741	0.211
RNCMPT00100	AUCs		0.8999843394372886	0.926137054080132	0.8673787238436086	Pearson	0.926	0.833	0.871	0.577
RNCMPT00100	E-scores		0.8955612001393105	0.9141204101235308	0.8873953117133967	Pearson	0.915	0.865	0.909	0.662
RNCMPT00100	Intensities		0.5726035853851748		0.4977350382049267	Pearson		0.445	0.471	0.259
RNCMPT00100	Z-scores		0.815184095583265	0.927285870538518	0.744204517523931	Pearson	0.927	0.641	0.776	0.285
RNCMPT00101	AUCs		0.7163598393058755	0.9128420528894796	0.5367435182738816	Pearson	0.913	0.584	0.634	0.257
RNCMPT00101	E-scores		0.661863153093491	0.8701919250588769	0.6130248526684831	Pearson	0.866	0.588	0.693	0.401
RNCMPT00101	Intensities		0.3873740880795287		0.381893899669685	Pearson		0.32	0.314	0.231
RNCMPT00101	Z-scores		0.6519960837446638	0.9162500496153948	0.4638798724076836	Pearson	0.916	0.46	0.56	0.301
RNCMPT00102	AUCs		0.421190117544309	0.2200527682679062	0.3791809052986195	Pearson	0.22	0.393	0.158	0.096
RNCMPT00102	E-scores		0.4761242313165799	0.3177033598410567	0.4014328274428318	Pearson	0.323	0.442	0.13	0.086
RNCMPT00102	Intensities		0.0920533855554501		0.0645047426117307	Pearson		0.112	0.096	0.119
RNCMPT00102	Z-scores		0.35568537668746	0.1694257858940978	0.3111340694001238	Pearson	0.169	0.297	0.12	0.109
RNCMPT00103	AUCs		0.5597377611955213	0.5728265031004569	0.627388475363513	Pearson	0.573	0.674	0.596	0.575
RNCMPT00103	E-scores		0.4828159571885406	0.6612229663084329	0.5662189524967965	Pearson	0.656	0.558	0.508	0.585
RNCMPT00103	Intensities		0.3003806939985308		0.2659891073128441	Pearson		0.253	0.225	0.202
RNCMPT00103	Z-scores		0.5238582919433014	0.5547329987130264	0.6425075767600404	Pearson	0.555	0.613	0.585	0.387
RNCMPT00104	AUCs		0.6926710526180491	0.6547446410977232	0.744845948686224	Pearson	0.655	0.74	0.417	0.31
RNCMPT00104	E-scores		0.704777634580945	0.7033134714185623	0.7515136230647508	Pearson	0.679	0.767	0.414	0.317
RNCMPT00104	Intensities		0.2914718752269047		0.2566108591144392	Pearson		0.226	0.131	0.177
RNCMPT00104	Z-scores		0.6462168456671504	0.5833292617115667	0.5606026272733282	Pearson	0.583	0.629	0.431	0.319
RNCMPT00105	AUCs		0.7335853318303802	0.5676176985761121	0.7156189788252542	Pearson	0.565	0.7	0.0	0.39
RNCMPT00105	E-scores		0.8188533962123051	0.7206243536707544	0.8056667496978018	Pearson	0.722	0.771	0.07	0.341
RNCMPT00105	Intensities		0.1680422919178268		0.1410253910868744	Pearson		0.107	-0.006	0.064
RNCMPT00105	Z-scores		0.712539727471548	0.5821125961711514	0.6971637533768978	Pearson	0.582	0.699	-0.016	0.226
RNCMPT00106	AUCs	0.3966748571230791	0.8733609005230101	0.927335659624062	0.9121672597646724	Pearson	0.927	0.912	0.891	0.875
